id,1_rating_2_fb_abs,1_rating_2_prior_abs,2_rating_2_fb_abs,2_rating_2_prior_abs,3_rating_2_fb_abs,3_rating_2_prior_abs
2,2.1481481481481484,1.1111111111111112,1.962962962962963,0.9629629629629629,2.240740740740741,1.4259259259259258
4,3.3333333333333335,2.5555555555555554,2.0185185185185186,1.6481481481481481,2.185185185185185,1.4259259259259258
5,2.759259259259259,1.4444444444444444,1.6666666666666667,1.0740740740740742,1.7407407407407407,1.0740740740740742
6,3.314814814814815,2.5185185185185186,1.9074074074074074,1.0740740740740742,1.6481481481481481,0.9444444444444444
7,3.1296296296296298,1.5185185185185186,3.111111111111111,1.537037037037037,1.5,1.0740740740740742
8,2.5185185185185186,1.4444444444444444,2.0925925925925926,1.1111111111111112,1.3333333333333333,0.8518518518518519
9,2.488888888888889,1.5555555555555556,2.9814814814814814,1.5185185185185186,1.7222222222222223,1.3148148148148149
11,2.925925925925926,1.8333333333333333,2.7037037037037037,1.9814814814814814,2.7962962962962963,2.1666666666666665
