id,1_rating_2_fb_abs,1_rating_2_prior_abs,2_rating_2_fb_abs,2_rating_2_prior_abs,3_rating_2_fb_abs,3_rating_2_prior_abs,diff_fb,diff_prior
2,2.1481481481481484,1.1111111111111112,1.962962962962963,0.9629629629629629,2.240740740740741,1.4259259259259258,0.09259259259259256,0.31481481481481466
4,3.3333333333333335,2.5555555555555554,2.0185185185185186,1.6481481481481481,2.185185185185185,1.4259259259259258,-1.1481481481481484,-1.1296296296296295
5,2.759259259259259,1.4444444444444444,1.6666666666666667,1.0740740740740742,1.7407407407407407,1.0740740740740742,-1.0185185185185184,-0.37037037037037024
6,3.314814814814815,2.5185185185185186,1.9074074074074074,1.0740740740740742,1.6481481481481481,0.9444444444444444,-1.6666666666666667,-1.5740740740740742
7,3.1296296296296298,1.5185185185185186,3.111111111111111,1.537037037037037,1.5,1.0740740740740742,-1.6296296296296298,-0.4444444444444444
8,2.5185185185185186,1.4444444444444444,2.0925925925925926,1.1111111111111112,1.3333333333333333,0.8518518518518519,-1.1851851851851853,-0.5925925925925926
9,2.488888888888889,1.5555555555555556,2.9814814814814814,1.5185185185185186,1.7222222222222223,1.3148148148148149,-0.7666666666666666,-0.2407407407407407
11,2.925925925925926,1.8333333333333333,2.7037037037037037,1.9814814814814814,2.7962962962962963,2.1666666666666665,-0.12962962962962976,0.33333333333333326
