"","id","trial","condition","count","cond_lag","count_lag","graph_order","pooled_order","hr","rating"
"1",101,3,"CS-US",1,"CS",2,3,3,14.9878333333333,25
"2",101,10,"CS-US",1,"CS",1,4,4,1.46094444444445,100
"3",101,12,"CS-US",1,"CS",1,4,4,9.59511111111111,78
"4",101,15,"CS-US",1,"CS",2,3,3,5.01377777777777,76
"5",101,18,"CS-US",1,"CS",2,3,3,9.91522222222223,59
"6",101,22,"CS-US",1,"CS",3,2,2,-0.636111111111117,88
"7",101,24,"CS-US",1,"CS",1,4,4,14.0283333333333,100
"8",101,26,"CS-US",1,"CS",1,4,4,12.3826666666667,61
"9",101,27,"CS-US",2,"CS-US",1,5,1,4.74038888888889,75
"10",101,34,"CS-US",1,"CS",1,4,4,14.3447777777778,100
"11",101,36,"CS-US",1,"CS",1,4,4,10.255,84
"12",101,37,"CS-US",2,"CS-US",1,5,1,12.1531666666667,70
"13",101,38,"CS-US",3,"CS-US",2,6,2,3.74072222222223,60
"14",101,40,"CS-US",1,"CS",1,4,4,3.76866666666668,5
"15",101,41,"CS-US",2,"CS-US",1,5,1,4.76966666666666,81
"16",101,44,"CS-US",1,"CS",2,3,3,-1.75738888888889,91
"17",101,46,"CS-US",1,"CS",1,4,4,-5.41072222222223,76
"18",101,47,"CS-US",2,"CS-US",1,5,1,3.81633333333334,84
"19",101,49,"CS-US",1,"CS",1,4,4,-0.396444444444447,80
"20",101,51,"CS-US",1,"CS",1,4,4,-2.05349999999999,45
"21",101,52,"CS-US",2,"CS-US",1,5,1,-2.67805555555555,60
"22",101,53,"CS-US",3,"CS-US",2,6,2,-7.98344444444445,75
"23",101,55,"CS-US",1,"CS",1,4,4,3.11450000000001,86
"24",101,56,"CS-US",2,"CS-US",1,5,1,-0.715444444444439,61
"25",101,58,"CS-US",1,"CS",1,4,4,5.02777777777777,83
"26",101,59,"CS-US",2,"CS-US",1,5,1,-3.09700000000001,62
"27",101,62,"CS-US",1,"CS",2,3,3,7.29777777777778,75
"28",101,65,"CS-US",1,"CS",2,3,3,3.14116666666666,61
"29",101,66,"CS-US",2,"CS-US",1,5,1,-0.827166666666666,65
"30",101,67,"CS-US",3,"CS-US",2,6,2,-1.12011111111111,50
"31",101,70,"CS-US",1,"CS",2,3,3,6.02088888888888,66
"32",101,72,"CS-US",1,"CS",1,4,4,-3.82661111111112,65
"33",101,74,"CS-US",1,"CS",1,4,4,-2.25927777777777,95
"34",101,78,"CS-US",1,"CS",3,2,2,-14.4983333333333,71
"35",101,79,"CS-US",2,"CS-US",1,5,1,5.60361111111112,25
"36",101,80,"CS-US",3,"CS-US",2,6,2,-1.26744444444446,68
"37",101,82,"CS-US",1,"CS",1,4,4,-9.46083333333334,49
"38",101,83,"CS-US",2,"CS-US",1,5,1,1.14305555555555,71
"39",101,87,"CS-US",1,"CS",3,2,2,-0.546611111111114,76
"40",101,88,"CS-US",2,"CS-US",1,5,1,-4.87411111111112,50
"41",101,97,"CS-US",1,"CS",3,2,2,3.50094444444445,69
"42",101,98,"CS-US",2,"CS-US",1,5,1,-5.00088888888888,81
"43",101,99,"CS-US",3,"CS-US",2,6,2,-7.60522222222222,91
"44",101,100,"CS-US",4,"CS-US",3,7,3,5.75527777777779,80
"45",101,104,"CS-US",1,"CS",3,2,2,8.89455555555555,83
"46",101,105,"CS-US",2,"CS-US",1,5,1,3.74388888888889,80
"47",101,106,"CS-US",3,"CS-US",2,6,2,0.36916666666667,90
"48",101,107,"CS-US",4,"CS-US",3,7,3,-2.47855555555557,69
"49",101,110,"CS-US",1,"CS",2,3,3,6.48111111111111,25
"50",101,113,"CS-US",1,"CS",2,3,3,2.83666666666667,40
"51",101,114,"CS-US",2,"CS-US",1,5,1,1.06316666666665,90
"52",101,117,"CS-US",1,"CS",2,3,3,1.47861111111111,72
"53",101,118,"CS-US",2,"CS-US",1,5,1,1.52877777777778,36
"54",101,120,"CS-US",1,"CS",1,4,4,-11.3978888888889,18
"55",101,121,"CS-US",2,"CS-US",1,5,1,1.73705555555555,71
"56",101,123,"CS-US",1,"CS",1,4,4,8.89255555555555,50
"57",101,126,"CS-US",1,"CS",1,4,4,-2.66844444444443,79
"58",101,127,"CS-US",2,"CS-US",1,5,1,1.91655555555555,68
"59",101,128,"CS-US",3,"CS-US",2,6,2,11.5945,71
"60",101,129,"CS-US",4,"CS-US",3,7,3,-8.82088888888889,50
"61",101,132,"CS-US",1,"CS",2,3,3,-3.69266666666666,72
"62",101,134,"CS-US",1,"CS",1,4,4,-2.26533333333332,50
"63",101,136,"CS-US",1,"CS",1,4,4,-7.24011111111111,72
"64",101,138,"CS-US",1,"CS",1,4,4,-0.955000000000005,89
"65",101,140,"CS-US",1,"CS",1,4,4,19.6546111111111,80
"66",101,142,"CS-US",1,"CS",1,4,4,8.42733333333333,93
"67",101,146,"CS-US",1,"CS",3,2,2,-2.79244444444444,61
"68",101,147,"CS-US",2,"CS-US",1,5,1,-14.3985,50
"69",101,148,"CS-US",3,"CS-US",2,6,2,-12.4805555555556,59
"70",101,151,"CS-US",1,"CS",2,3,3,-19.0194444444444,28
"71",101,152,"CS-US",2,"CS-US",1,5,1,-8.47477777777779,40
"72",101,153,"CS-US",3,"CS-US",2,6,2,-9.16655555555555,61
"73",101,155,"CS-US",1,"CS",1,4,4,1.7653888888889,40
"74",101,156,"CS-US",2,"CS-US",1,5,1,-3.16711111111112,63
"75",102,3,"CS-US",1,"CS",2,3,3,7.89483333333332,72
"76",102,5,"CS-US",1,"CS",1,4,4,6.20522222222223,31
"77",102,8,"CS-US",1,"CS",2,3,3,3.53905555555556,71
"78",102,9,"CS-US",2,"CS-US",1,5,1,2.74,62
"79",102,10,"CS-US",3,"CS-US",2,6,2,3.1585,39
"80",102,11,"CS-US",4,"CS-US",3,7,3,-1.59516666666668,41
"81",102,13,"CS-US",1,"CS",1,4,4,10.8655,42
"82",102,15,"CS-US",1,"CS",1,4,4,-4.02277777777778,56
"83",102,16,"CS-US",2,"CS-US",1,5,1,2.67188888888888,55
"84",102,18,"CS-US",1,"CS",1,4,4,4.43122222222223,40
"85",102,19,"CS-US",2,"CS-US",1,5,1,-1.38472222222223,43
"86",102,20,"CS-US",3,"CS-US",2,6,2,1.53466666666666,37
"87",102,22,"CS-US",1,"CS",1,4,4,5.92855555555556,45
"88",102,23,"CS-US",2,"CS-US",1,5,1,-3.02661111111112,55
"89",102,25,"CS-US",1,"CS",1,4,4,-8.72016666666667,58
"90",102,28,"CS-US",1,"CS",2,3,3,-5.87677777777778,56
"91",102,29,"CS-US",2,"CS-US",1,5,1,-2.14894444444444,47
"92",102,31,"CS-US",1,"CS",1,4,4,0.629333333333337,55
"93",102,38,"CS-US",1,"CS",1,4,4,-2.01355555555557,53
"94",102,39,"CS-US",2,"CS-US",1,5,1,3.25766666666666,46
"95",102,42,"CS-US",1,"CS",2,3,3,2.07866666666667,50
"96",102,43,"CS-US",2,"CS-US",1,5,1,0.868111111111111,47
"97",102,44,"CS-US",3,"CS-US",2,6,2,5.53822222222221,47
"98",102,47,"CS-US",1,"CS",2,3,3,9.19888888888888,52
"99",102,48,"CS-US",2,"CS-US",1,5,1,-6.22644444444445,46
"100",102,50,"CS-US",1,"CS",1,4,4,-0.1415,52
"101",102,53,"CS-US",1,"CS",2,3,3,-8.2055,52
"102",102,55,"CS-US",1,"CS",1,4,4,3.81355555555557,49
"103",102,56,"CS-US",2,"CS-US",1,5,1,-3.00311111111111,53
"104",102,57,"CS-US",3,"CS-US",2,6,2,-4.08572222222223,45
"105",102,59,"CS-US",1,"CS",1,4,4,0.831111111111115,48
"106",102,60,"CS-US",2,"CS-US",1,5,1,-3.83738888888889,47
"107",102,61,"CS-US",3,"CS-US",2,6,2,11.3212222222222,54
"108",102,62,"CS-US",4,"CS-US",3,7,3,4.74272222222223,48
"109",102,64,"CS-US",1,"CS",1,4,4,-4.33494444444445,44
"110",102,65,"CS-US",2,"CS-US",1,5,1,4.1126111111111,54
"111",102,69,"CS-US",1,"CS",3,2,2,-0.602055555555568,46
"112",102,70,"CS-US",2,"CS-US",1,5,1,6.74344444444445,52
"113",102,71,"CS-US",3,"CS-US",2,6,2,-0.0793888888888953,47
"114",102,72,"CS-US",4,"CS-US",3,7,3,-4.2716111111111,53
"115",102,74,"CS-US",1,"CS",1,4,4,-6.90672222222222,50
"116",102,76,"CS-US",1,"CS",1,4,4,2.20011111111111,50
"117",102,80,"CS-US",1,"CS",3,2,2,-3.78272222222223,50
"118",102,82,"CS-US",1,"CS",1,4,4,-4.70161111111111,53
