"","id","trial","cond_lag","count_lag","graph_order","pooled_order","hr","rating"
"69",101,70,"CS",2,3,3,-10.330125,66
"70",101,71,"CS-US",1,5,1,4.49870833333334,50
"71",101,72,"CS",1,4,4,-1.885875,65
"72",101,73,"CS-US",1,5,1,-1.16145833333332,85
"73",101,74,"CS",1,4,4,5.186875,95
"74",101,75,"CS-US",1,5,1,6.55929166666667,95
"75",101,76,"CS",1,4,4,-6.45495833333333,64
"76",101,77,"CS",2,3,3,5.26075,85
"77",101,78,"CS",3,2,2,-5.36125,71
"78",101,79,"CS-US",1,5,1,3.55062500000001,25
"79",101,80,"CS-US",2,6,2,12.750875,68
"80",101,81,"CS-US",3,7,3,-0.990500000000004,75
"81",101,82,"CS",1,4,4,8.98566666666666,49
"82",101,83,"CS-US",1,5,1,3.773625,71
"83",101,84,"CS-US",2,6,2,-0.189875000000001,85
"84",101,85,"CS",1,4,4,-12.2969583333333,66
"85",101,86,"CS",2,3,3,2.242375,71
"86",101,87,"CS",3,2,2,5.42729166666667,76
"87",101,88,"CS-US",1,5,1,-7.95724999999999,50
"88",101,89,"CS-US",2,6,2,4.33720833333334,73
"89",101,90,"CS",1,4,4,19.4565833333333,76
"90",101,91,"CS",2,3,3,0.193333333333328,81
"91",101,92,"CS",3,2,2,-6.38691666666666,92
"92",101,93,"CS",4,1,1,3.97820833333334,61
"93",101,94,"CS-US",1,5,1,0.740874999999999,50
"94",101,95,"CS",1,4,4,-3.40458333333333,72
"95",101,96,"CS",2,3,3,-4.08741666666667,61
"96",101,97,"CS",3,2,2,-4.95329166666667,69
"97",101,98,"CS-US",1,5,1,7.91233333333333,81
"98",101,99,"CS-US",2,6,2,8.56279166666667,91
"99",101,100,"CS-US",3,7,3,-7.74716666666666,80
"100",101,101,"CS-US",4,8,4,4.992875,70
"101",101,102,"CS",1,4,4,0.40833333333334,60
"102",101,103,"CS",2,3,3,7.88045833333334,80
"103",101,104,"CS",3,2,2,-15.479125,83
"104",101,105,"CS-US",1,5,1,-4.62050000000001,80
"105",101,106,"CS-US",2,6,2,3.80275,90
"106",101,107,"CS-US",3,7,3,2.37666666666666,69
"107",101,108,"CS-US",4,8,4,-3.78345833333333,60
"108",101,109,"CS",1,4,4,3.26741666666667,40
"109",101,110,"CS",2,3,3,-11.0117083333333,25
"110",101,111,"CS-US",1,5,1,19.4435,70
"111",101,112,"CS",1,4,4,-9.94929166666668,80
"112",101,113,"CS",2,3,3,1.75904166666666,40
"113",101,114,"CS-US",1,5,1,0.710416666666669,90
"114",101,115,"CS-US",2,6,2,2.17574999999999,78
"115",101,116,"CS",1,4,4,-1.70333333333334,79
"116",101,117,"CS",2,3,3,-10.5697083333333,72
"117",101,118,"CS-US",1,5,1,7.30354166666667,36
"118",101,119,"CS-US",2,6,2,-0.73795833333334,39
"119",101,120,"CS",1,4,4,4.99433333333334,18
"120",101,121,"CS-US",1,5,1,0.535333333333329,71
"121",101,122,"CS-US",2,6,2,2.70645833333334,76
"122",101,123,"CS",1,4,4,-13.7572916666667,50
"123",101,125,"CS-US",2,6,2,7.61350000000001,33
"124",101,126,"CS",1,4,4,2.20470833333333,79
"125",101,127,"CS-US",1,5,1,0.706583333333342,68
"126",101,128,"CS-US",2,6,2,-22.7802083333333,71
"127",101,129,"CS-US",3,7,3,10.6235,50
"128",101,130,"CS-US",4,8,4,2.17245833333334,38
"129",101,131,"CS",1,4,4,-7.48333333333333,40
"130",101,132,"CS",2,3,3,-0.727166666666664,72
"131",101,133,"CS-US",1,5,1,6.36658333333333,85
"132",101,134,"CS",1,4,4,2.42375,50
"133",101,135,"CS-US",1,5,1,-11.841625,41
"134",101,136,"CS",1,4,4,18.6223333333333,72
"135",101,137,"CS-US",1,5,1,-4.70033333333333,86
"136",101,138,"CS",1,4,4,2.807125,89
"137",101,139,"CS-US",1,5,1,-8.42125000000001,69
"138",101,140,"CS",1,4,4,-31.0267083333333,80
"139",101,141,"CS-US",1,5,1,9.53466666666667,84
"140",101,142,"CS",1,4,4,-20.4967916666667,93
"141",101,143,"CS-US",1,5,1,-1.35599999999999,78
"142",101,144,"CS",1,4,4,-14.5469166666667,82
"143",101,145,"CS",2,3,3,-13.3920416666667,71
"144",101,146,"CS",3,2,2,2.01375,61
"145",101,147,"CS-US",1,5,1,-0.799708333333335,50
"146",101,148,"CS-US",2,6,2,4.67291666666666,59
"147",101,149,"CS-US",3,7,3,5.969125,71
"148",101,150,"CS",1,4,4,2.32749999999999,80
"149",101,151,"CS",2,3,3,2.58558333333334,28
"150",101,152,"CS-US",1,5,1,0.23833333333333,40
"151",101,153,"CS-US",2,6,2,13.4515833333333,61
"152",101,154,"CS-US",3,7,3,6.23133333333333,61
"153",101,155,"CS",1,4,4,-2.00629166666666,40
"154",101,156,"CS-US",1,5,1,3.63616666666667,63
"155",102,2,"CS",1,4,4,-3.53700000000001,68
"156",102,3,"CS",2,3,3,-2.28920833333333,72
"157",102,4,"CS-US",1,5,1,8.089125,43
"158",102,5,"CS",1,4,4,2.75020833333334,31
"159",102,6,"CS-US",1,5,1,4.62975,50
"160",102,7,"CS",1,4,4,3.90670833333334,88
"161",102,8,"CS",2,3,3,-13.7265416666667,71
"162",102,9,"CS-US",1,5,1,0.435208333333337,62
"163",102,10,"CS-US",2,6,2,-10.5522916666667,39
"164",102,11,"CS-US",3,7,3,5.76475,41
"165",102,12,"CS-US",4,8,4,-2.32529166666667,56
"166",102,13,"CS",1,4,4,6.09554166666667,42
"167",102,14,"CS-US",1,5,1,14.5587916666667,43
"168",102,15,"CS",1,4,4,1.75808333333333,56
"169",102,16,"CS-US",1,5,1,5.37479166666666,55
"170",102,17,"CS-US",2,6,2,7.12541666666666,58
"171",102,18,"CS",1,4,4,-2.25375,40
"172",102,19,"CS-US",1,5,1,0.198500000000005,43
"173",102,20,"CS-US",2,6,2,-4.32304166666667,37
"174",102,21,"CS-US",3,7,3,1.000625,43
"175",102,22,"CS",1,4,4,-5.10516666666666,45
"176",102,23,"CS-US",1,5,1,-1.90354166666666,55
"177",102,24,"CS-US",2,6,2,-0.236625000000005,56
"178",102,25,"CS",1,4,4,8.61720833333333,58
"179",102,26,"CS-US",1,5,1,4.563375,41
"180",102,27,"CS",1,4,4,3.71995833333334,53
"181",102,28,"CS",2,3,3,-8.641125,56
"182",102,29,"CS-US",1,5,1,9.09375,47
"183",102,30,"CS-US",2,6,2,6.68050000000001,46
"184",102,31,"CS",1,4,4,2.74883333333332,55
"185",102,32,"CS-US",1,5,1,13.99725,46
"186",102,33,"CS",1,4,4,4.76229166666666,54
"187",102,34,"CS",2,3,3,1.31066666666666,55
"188",102,35,"CS",3,2,2,-0.349666666666671,57
"189",102,36,"CS",4,1,1,-1.554375,50
"190",102,37,"CS-US",1,5,1,6.505125,47
"191",102,38,"CS",1,4,4,3.07508333333334,53
"192",102,39,"CS-US",1,5,1,-4.85445833333333,46
"193",102,40,"CS-US",2,6,2,-8.86495833333333,50
"194",102,41,"CS",1,4,4,7.353625,50
"195",102,42,"CS",2,3,3,1.49291666666668,50
"196",102,43,"CS-US",1,5,1,6.06016666666666,47
"197",102,44,"CS-US",2,6,2,-5.34283333333333,47
"198",102,45,"CS-US",3,7,3,5.55445833333334,48
"199",102,46,"CS",1,4,4,9.23229166666667,53
"200",102,47,"CS",2,3,3,-13.44625,52
"201",102,48,"CS-US",1,5,1,8.180375,46
"202",102,49,"CS-US",2,6,2,3.31766666666667,53
"203",102,50,"CS",1,4,4,3.00879166666666,52
"204",102,51,"CS-US",1,5,1,-2.54887500000001,48
"205",102,52,"CS",1,4,4,6.26104166666667,53
"206",102,53,"CS",2,3,3,3.39283333333334,52
"207",102,54,"CS-US",1,5,1,0.250041666666679,47
"208",102,55,"CS",1,4,4,-13.1357916666667,49
"209",102,56,"CS-US",1,5,1,3.74870833333333,53
"210",102,57,"CS-US",2,6,2,13.5193333333333,45
"211",102,58,"CS-US",3,7,3,0.590250000000001,48
"212",102,59,"CS",1,4,4,3.89208333333333,48
"213",102,60,"CS-US",1,5,1,3.08462500000001,47
"214",102,61,"CS-US",2,6,2,-4.60591666666667,54
"215",102,62,"CS-US",3,7,3,-0.597458333333341,48
"216",102,63,"CS-US",4,8,4,-8.35325000000001,46
"217",102,64,"CS",1,4,4,-1.42574999999999,44
"218",102,65,"CS-US",1,5,1,2.25254166666666,54
"219",102,66,"CS-US",2,6,2,-2.65391666666667,51
"220",102,67,"CS",1,4,4,-5.13058333333334,47
"221",102,68,"CS",2,3,3,0.856750000000003,52
"222",102,69,"CS",3,2,2,3.42833333333333,46
"223",102,70,"CS-US",1,5,1,-8.82787500000001,52
"224",102,71,"CS-US",2,6,2,4.344375,47
"225",102,72,"CS-US",3,7,3,3.59370833333333,53
"226",102,73,"CS-US",4,8,4,5.85445833333333,48
"227",102,74,"CS",1,4,4,4.6,50
"228",102,75,"CS-US",1,5,1,6.37395833333333,46
"229",102,76,"CS",1,4,4,2.82720833333333,50
"230",102,77,"CS-US",1,5,1,-1.27183333333334,46
"231",102,78,"CS",1,4,4,-8.57254166666666,53
"232",102,79,"CS",2,3,3,0.551375,50
"233",102,80,"CS",3,2,2,1.07029166666666,50
"234",102,81,"CS-US",1,5,1,2.23670833333334,46
"235",102,82,"CS",1,4,4,-2.98137499999999,53
"236",102,83,"CS-US",1,5,1,-1.39454166666667,47
"237",102,84,"CS-US",2,6,2,-3.7485,48
"238",102,85,"CS",1,4,4,-3.66625,52
"239",102,86,"CS",2,3,3,7.58733333333333,52
"240",102,87,"CS-US",1,5,1,0.462999999999995,82
"241",102,88,"CS-US",2,6,2,2.19829166666667,5
"242",102,89,"CS",1,4,4,2.45991666666667,51
"243",102,90,"CS-US",1,5,1,-5.19825,53
"244",102,91,"CS-US",2,6,2,1.33283333333333,52
"245",102,92,"CS-US",3,7,3,4.12437500000001,44
"246",102,93,"CS",1,4,4,-0.494083333333329,46
"247",102,94,"CS-US",1,5,1,0.575166666666668,53
"248",102,95,"CS",1,4,4,6.67283333333333,47
"249",102,96,"CS",2,3,3,9.33229166666666,55
"250",102,97,"CS",3,2,2,3.10370833333334,56
"251",102,98,"CS-US",1,5,1,8.16229166666666,52
"252",102,99,"CS",1,4,4,10.6379583333333,52
"253",102,100,"CS",2,3,3,7.52470833333333,50
"254",102,101,"CS-US",1,5,1,4.906625,50
"255",102,102,"CS",1,4,4,6.08383333333334,52
"256",102,103,"CS",2,3,3,1.3785,48
"257",102,104,"CS-US",1,5,1,7.528375,68
"258",102,105,"CS-US",2,6,2,-2.54308333333333,45
"259",102,106,"CS",1,4,4,-2.28933333333332,43
"260",102,107,"CS",2,3,3,1.38016666666667,49
"261",102,108,"CS-US",1,5,1,1.12029166666667,53
"262",102,109,"CS",1,4,4,-14.9057083333333,53
"263",102,110,"CS-US",1,5,1,-0.273666666666672,54
"264",102,111,"CS-US",2,6,2,9.283625,46
"265",102,112,"CS",1,4,4,5.98675000000001,1
"266",102,113,"CS-US",1,5,1,2.42270833333333,50
"267",102,114,"CS",1,4,4,3.76695833333334,53
"268",102,115,"CS-US",1,5,1,-15.9902083333333,53
"269",102,116,"CS",1,4,4,2.90458333333333,53
"270",102,117,"CS-US",1,5,1,-0.564958333333331,46
"271",102,118,"CS",1,4,4,5.19954166666666,50
"272",102,119,"CS-US",1,5,1,6.54654166666667,50
"273",102,120,"CS-US",2,6,2,-6.12804166666667,41
"274",102,121,"CS-US",3,7,3,-3.46279166666666,54
"275",102,122,"CS",1,4,4,-4.63083333333333,53
"276",102,123,"CS",2,3,3,-1.66020833333333,46
"277",102,124,"CS-US",1,5,1,3.38891666666666,41
"278",102,125,"CS-US",2,6,2,8.23962500000001,55
"279",102,126,"CS",1,4,4,-1.84433333333333,35
"280",102,127,"CS",2,3,3,-4.354625,53
"281",102,128,"CS-US",1,5,1,4.45979166666666,53
"282",102,129,"CS",1,4,4,-1.62999999999999,46
"283",102,130,"CS",2,3,3,1.52554166666666,47
"284",102,131,"CS",3,2,2,6.90308333333333,41
"285",102,132,"CS-US",1,5,1,-0.0374583333333405,100
"286",102,133,"CS",1,4,4,3.55291666666666,0
"287",102,134,"CS",2,3,3,-3.33516666666667,50
"288",102,135,"CS",3,2,2,4.65929166666667,43
"289",102,136,"CS-US",1,5,1,2.78575,44
"290",102,137,"CS",1,4,4,-3.45179166666667,44
"291",102,138,"CS-US",1,5,1,9.71141666666667,45
"292",102,139,"CS",1,4,4,2.65716666666667,56
"293",102,140,"CS",2,3,3,1.056,50
"294",102,141,"CS",3,2,2,0.0716250000000009,46
"295",102,142,"CS-US",1,5,1,1.82575,58
"296",102,143,"CS-US",2,6,2,4.19325,64
"297",102,144,"CS-US",3,7,3,1.11866666666667,47
"298",102,145,"CS",1,4,4,-6.00829166666667,77
"299",102,146,"CS",2,3,3,4.43183333333333,39
"300",102,147,"CS",3,2,2,-2.53208333333334,41
"301",102,148,"CS",4,1,1,0.897291666666666,55
"302",102,149,"CS-US",1,5,1,-5.31195833333334,45
"303",102,150,"CS",1,4,4,11.4947916666667,47
"304",102,151,"CS-US",1,5,1,-11.5382083333333,53
"305",102,152,"CS-US",2,6,2,0.222833333333336,59
"306",102,153,"CS",1,4,4,3.92433333333333,47
"307",102,154,"CS",2,3,3,5.75258333333333,56
"308",102,155,"CS",3,2,2,2.63766666666666,53
"309",102,156,"CS",4,1,1,4.58191666666666,54
"310",103,2,"CS",1,4,4,-5.271125,50
"311",103,3,"CS-US",1,5,1,11.5185,50
"312",103,4,"CS-US",2,6,2,8.69599999999999,50
"313",103,5,"CS-US",3,7,3,4.83683333333333,50
"314",103,6,"CS",1,4,4,-9.557375,50
"315",103,7,"CS",2,3,3,-1.12783333333333,50
"316",103,8,"CS",3,2,2,-1.51741666666667,50
"317",103,9,"CS-US",1,5,1,4.45195833333334,50
"318",103,10,"CS",1,4,4,-0.282708333333337,50
"319",103,11,"CS",2,3,3,14.7645416666667,50
"320",103,12,"CS-US",1,5,1,-1.91320833333334,50
"321",103,13,"CS-US",2,6,2,-7.10633333333334,50
"322",103,14,"CS-US",3,7,3,2.21754166666667,50
"323",103,15,"CS",1,4,4,-1.16970833333333,50
"324",103,16,"CS",2,3,3,-5.49616666666667,50
"325",103,17,"CS-US",1,5,1,-5.042875,52
"326",103,18,"CS-US",2,6,2,-1.68766666666666,50
"327",103,19,"CS",1,4,4,5.28549999999999,50
"328",103,20,"CS-US",1,5,1,1.32908333333334,50
"329",103,21,"CS",1,4,4,-2.25204166666666,50
"330",103,22,"CS",2,3,3,-12.5720416666667,50
"331",103,23,"CS-US",1,5,1,0.534958333333325,50
"332",103,24,"CS-US",2,6,2,-16.1573333333333,50
"333",103,25,"CS",1,4,4,6.476125,50
"334",103,26,"CS-US",1,5,1,17.1436666666667,50
"335",103,27,"CS-US",2,6,2,2.9875,50
"336",103,28,"CS",1,4,4,7.74095833333334,50
"337",103,29,"CS-US",1,5,1,5.12700000000001,50
"338",103,30,"CS",1,4,4,-0.761499999999996,50
"339",103,31,"CS-US",1,5,1,0.21175,50
"340",103,32,"CS-US",2,6,2,-2.47666666666667,50
"341",103,33,"CS",1,4,4,-1.94033333333334,50
"342",103,34,"CS",2,3,3,-6.82754166666667,50
"343",103,35,"CS",3,2,2,2.35779166666667,50
"344",103,36,"CS-US",1,5,1,9.555875,50
"345",103,37,"CS-US",2,6,2,-0.991333333333332,50
"346",103,38,"CS",1,4,4,11.6098333333333,50
"347",103,39,"CS",2,3,3,9.56575,50
"348",103,40,"CS",3,2,2,-4.70458333333333,50
"349",103,41,"CS",4,1,1,-30.8118333333333,50
"350",103,42,"CS-US",1,5,1,-0.992625000000004,50
"351",103,43,"CS-US",2,6,2,5.047,50
"352",103,44,"CS",1,4,4,7.36379166666666,50
"353",103,45,"CS",2,3,3,1.14837499999999,50
"354",103,46,"CS-US",1,5,1,11.2355,50
"355",103,47,"CS-US",2,6,2,14.8,50
"356",103,48,"CS",1,4,4,7.96558333333334,50
"357",103,49,"CS",2,3,3,5.93275,50
"358",103,50,"CS",3,2,2,-5.06170833333333,50
"359",103,51,"CS-US",1,5,1,1.95874999999999,50
"360",103,52,"CS",1,4,4,-16.4675,50
"361",103,53,"CS-US",1,5,1,0.639666666666661,50
"362",103,54,"CS-US",2,6,2,-9.47083333333333,50
"363",103,55,"CS-US",3,7,3,10.7097083333333,50
"364",103,56,"CS",1,4,4,9.163,50
"365",103,57,"CS",2,3,3,12.9247916666667,50
"366",103,58,"CS",3,2,2,-10.1263333333333,50
"367",103,59,"CS-US",1,5,1,-1.14458333333333,50
"368",103,60,"CS",1,4,4,19.8144166666667,50
"369",103,61,"CS-US",1,5,1,11.2411666666667,50
"370",103,62,"CS-US",2,6,2,22.0802083333333,50
"371",103,63,"CS",1,4,4,-1.25175,50
"372",103,64,"CS-US",1,5,1,-0.854541666666663,50
"373",103,65,"CS",1,4,4,-3.04470833333333,50
"374",103,66,"CS",2,3,3,3.48954166666666,50
"375",103,67,"CS",3,2,2,7.80470833333334,50
"376",103,68,"CS-US",1,5,1,12.1830833333333,50
"377",103,69,"CS",1,4,4,-2.44199999999999,73
"378",103,70,"CS",2,3,3,-0.677375,50
"379",103,71,"CS-US",1,5,1,-1.06466666666667,50
"380",103,72,"CS",1,4,4,0.263791666666666,50
"381",103,73,"CS-US",1,5,1,8.46358333333333,50
"382",103,74,"CS-US",2,6,2,-6.63220833333333,50
"383",103,75,"CS-US",3,7,3,0.628875000000006,50
"384",103,76,"CS-US",4,8,4,6.63841666666667,50
"385",103,77,"CS",1,4,4,-7.70741666666667,50
"386",103,78,"CS-US",1,5,1,-6.03025,50
"387",103,79,"CS",1,4,4,18.8466666666667,50
"388",103,80,"CS",2,3,3,6.00033333333333,50
"389",103,81,"CS",3,2,2,5.08008333333334,50
"390",103,82,"CS-US",1,5,1,0.529708333333337,50
"391",103,83,"CS",1,4,4,14.1220416666667,50
"392",103,84,"CS-US",1,5,1,7.90541666666667,50
"393",103,85,"CS-US",2,6,2,-4.94758333333333,50
"394",103,86,"CS",1,4,4,-1.52600000000001,50
"395",103,87,"CS-US",1,5,1,1.17704166666666,50
"396",103,88,"CS-US",2,6,2,-2.87624999999999,50
"397",103,89,"CS-US",3,7,3,17.508125,50
"398",103,90,"CS",1,4,4,14.7717916666667,50
"399",103,91,"CS",2,3,3,20.5849166666667,50
"400",103,92,"CS-US",1,5,1,1.35895833333334,50
"401",103,93,"CS-US",2,6,2,-4.25299999999999,50
"402",103,94,"CS",1,4,4,4.79216666666666,50
"403",103,95,"CS-US",1,5,1,7.283,50
"404",103,96,"CS",1,4,4,11.81825,50
"405",103,97,"CS-US",1,5,1,14.829,50
"406",103,98,"CS",1,4,4,-1.65491666666667,50
"407",103,99,"CS",2,3,3,5.46220833333333,50
"408",103,100,"CS",3,2,2,4.76029166666667,50
"409",103,101,"CS",4,1,1,-13.921625,50
"410",103,102,"CS-US",1,5,1,10.5702083333333,50
"411",103,103,"CS",1,4,4,6.89633333333333,50
"412",103,104,"CS-US",1,5,1,11.1907916666667,50
"413",103,105,"CS",1,4,4,9.09979166666667,50
"414",103,106,"CS-US",1,5,1,2.81675,50
"415",103,107,"CS",1,4,4,21.5463333333333,50
"416",103,108,"CS",2,3,3,18.7275416666667,50
"417",103,109,"CS-US",1,5,1,1.09025000000001,50
"418",103,110,"CS-US",2,6,2,-7.12670833333333,50
"419",103,111,"CS",1,4,4,-0.207041666666669,50
"420",103,112,"CS-US",1,5,1,5.752625,50
"421",103,113,"CS",1,4,4,-4.28837500000001,50
"422",103,114,"CS-US",1,5,1,5.61770833333333,50
"423",103,115,"CS-US",2,6,2,-2.918875,50
"424",103,116,"CS-US",3,7,3,-5.41941666666666,50
"425",103,117,"CS-US",4,8,4,6.09766666666667,50
"426",103,118,"CS",1,4,4,2.33829166666667,50
"427",103,119,"CS-US",1,5,1,-0.109458333333336,50
"428",103,120,"CS-US",2,6,2,1.89458333333334,50
"429",103,121,"CS",1,4,4,-12.4435,50
"430",103,122,"CS",2,3,3,-8.455875,50
"431",103,123,"CS-US",1,5,1,-2.429625,50
"432",103,124,"CS",1,4,4,12.6975416666667,50
"433",103,125,"CS",2,3,3,-5.44624999999999,50
"434",103,126,"CS-US",1,5,1,9.50995833333333,50
"435",103,127,"CS-US",2,6,2,-9.59091666666667,50
"436",103,128,"CS-US",3,7,3,-0.191916666666671,50
"437",103,129,"CS",1,4,4,-2.687125,50
"438",103,130,"CS",2,3,3,-7.197,50
"439",103,131,"CS-US",1,5,1,4.19729166666666,50
"440",103,132,"CS",1,4,4,-7.77841666666667,50
"441",103,133,"CS-US",1,5,1,-6.54608333333334,50
"442",103,134,"CS",1,4,4,0.0329583333333385,50
"443",103,135,"CS",2,3,3,-13.84475,50
"444",103,136,"CS",3,2,2,0.163958333333342,50
"445",103,137,"CS",4,1,1,7.778625,50
"446",103,138,"CS-US",1,5,1,9.47345833333334,50
"447",103,139,"CS",1,4,4,-5.58570833333333,50
"448",103,140,"CS-US",1,5,1,-10.88475,50
"449",103,141,"CS-US",2,6,2,1.88175,50
"450",103,142,"CS-US",3,7,3,0.863291666666665,50
"451",103,143,"CS-US",4,8,4,4.866375,50
"452",103,144,"CS",1,4,4,-3.26974999999999,50
"453",103,145,"CS",2,3,3,1.01704166666667,50
"454",103,146,"CS-US",1,5,1,6.83833333333334,50
"455",103,147,"CS",1,4,4,-4.47425,50
"456",103,148,"CS-US",1,5,1,8.39087499999999,50
"457",103,149,"CS",1,4,4,-10.59475,50
"458",103,150,"CS-US",1,5,1,-2.484,50
"459",103,151,"CS-US",2,6,2,5.80491666666667,50
"460",103,152,"CS-US",3,7,3,4.7405,50
"461",103,153,"CS",1,4,4,10.6630416666667,50
"462",103,154,"CS-US",1,5,1,5.13175,50
"463",103,155,"CS",1,4,4,-1.89599999999999,50
"464",104,2,"CS",1,4,4,-0.0205833333333416,91
"465",104,3,"CS-US",1,5,1,-3.820375,34
"466",104,4,"CS-US",2,6,2,0.973875000000001,21
"467",104,5,"CS-US",3,7,3,10.9419583333333,17
"468",104,6,"CS",1,4,4,0.433000000000002,60
"469",104,7,"CS",2,3,3,5.417375,66
"470",104,8,"CS-US",1,5,1,-4.28812499999999,41
"471",104,9,"CS",1,4,4,-1.20079166666667,64
"472",104,10,"CS-US",1,5,1,15.4865833333333,40
"473",104,11,"CS-US",2,6,2,-0.770749999999994,34
"474",104,12,"CS",1,4,4,-1.69495833333334,69
"475",104,13,"CS-US",1,5,1,3.80441666666667,45
"476",104,14,"CS",1,4,4,2.99754166666667,70
"477",104,15,"CS",2,3,3,-7.40654166666667,77
"478",104,16,"CS-US",1,5,1,3.74583333333333,35
"479",104,17,"CS",1,4,4,2.792875,76
"480",104,18,"CS",2,3,3,0.492125000000007,90
"481",104,19,"CS",3,2,2,13.3448333333333,92
"482",104,20,"CS-US",1,5,1,-6.52537500000001,38
"483",104,21,"CS-US",2,6,2,3.45816666666667,25
"484",104,22,"CS",1,4,4,3.60979166666667,56
"485",104,23,"CS-US",1,5,1,10.2235416666667,32
"486",104,24,"CS",1,4,4,23.6915,55
"487",104,25,"CS-US",1,5,1,-17.3089166666667,35
"488",104,26,"CS-US",2,6,2,10.4374583333333,25
"489",104,27,"CS-US",3,7,3,1.687875,73
"490",104,28,"CS",1,4,4,-8.70983333333333,69
"491",104,29,"CS",2,3,3,-3.53258333333334,80
"492",104,30,"CS-US",1,5,1,-8.23041666666667,21
"493",104,31,"CS",1,4,4,-7.33645833333333,77
"494",104,32,"CS-US",1,5,1,8.72608333333333,36
"495",104,33,"CS",1,4,4,-1.05775,61
"496",104,34,"CS-US",1,5,1,13.8260833333333,29
"497",104,35,"CS",1,4,4,-0.247999999999998,74
"498",104,36,"CS-US",1,5,1,-6.13025000000001,32
"499",104,37,"CS",1,4,4,0.659166666666666,59
"500",104,38,"CS-US",1,5,1,1.24758333333333,17
"501",104,39,"CS",1,4,4,3.76191666666667,56
"502",104,40,"CS",2,3,3,11.3754166666667,50
