"","id","trial","condition","count","cond_lag","count_lag","graph_order","pooled_order","hr","rating"
"319",8,51,"CS-US",2,"CS-US",1,5,1,-2.51116666666667,23
"320",8,55,"CS-US",1,"CS",3,2,2,-5.48794444444445,37
"321",8,57,"CS-US",1,"CS",1,4,4,6.92566666666667,39
"322",8,58,"CS-US",2,"CS-US",1,5,1,-2.01894444444445,69
"323",8,60,"CS-US",1,"CS",1,4,4,-10.2610555555556,71
"324",8,61,"CS-US",2,"CS-US",1,5,1,0.0431111111111085,26
"325",8,65,"CS-US",1,"CS",3,2,2,2.9325,69
"326",8,67,"CS-US",1,"CS",1,4,4,0.496500000000005,69
"327",8,68,"CS-US",2,"CS-US",1,5,1,4.86305555555556,61
"328",8,69,"CS-US",3,"CS-US",2,6,2,6.40766666666666,32
"329",8,70,"CS-US",4,"CS-US",3,7,3,1.53394444444444,25
"330",8,73,"CS-US",1,"CS",2,3,3,-0.766444444444441,17
"331",8,75,"CS-US",1,"CS",1,4,4,-1.33700000000001,40
"332",8,77,"CS-US",1,"CS",1,4,4,-1.01705555555555,32
"333",8,81,"CS-US",1,"CS",3,2,2,1.86272222222223,16
"334",8,82,"CS-US",2,"CS-US",1,5,1,7.58827777777778,72
"335",8,83,"CS-US",3,"CS-US",2,6,2,-8.38327777777777,28
"336",8,85,"CS-US",1,"CS",1,4,4,5.49361111111111,74
"337",8,86,"CS-US",2,"CS-US",1,5,1,3.41811111111111,25
"338",8,89,"CS-US",1,"CS",2,3,3,0.158833333333334,14
"339",8,90,"CS-US",2,"CS-US",1,5,1,11.7991111111111,68
"340",8,93,"CS-US",1,"CS",2,3,3,-12.4547222222222,63
"341",8,95,"CS-US",1,"CS",1,4,4,3.7845,27
"342",8,96,"CS-US",2,"CS-US",1,5,1,4.14511111111112,65
"343",8,98,"CS-US",1,"CS",1,4,4,-3.34088888888889,25
"344",8,100,"CS-US",1,"CS",1,4,4,7.60761111111111,50
"345",8,104,"CS-US",1,"CS",3,2,2,7.63844444444444,67
"346",8,105,"CS-US",2,"CS-US",1,5,1,-0.816166666666661,65
"347",8,106,"CS-US",3,"CS-US",2,6,2,-1.6085,59
"348",8,110,"CS-US",1,"CS",3,2,2,-13.1016111111111,25
"349",8,112,"CS-US",1,"CS",1,4,4,5.40061111111111,28
"350",8,113,"CS-US",2,"CS-US",1,5,1,5.78588888888889,9
"351",8,114,"CS-US",3,"CS-US",2,6,2,-2.74850000000001,68
"352",8,116,"CS-US",1,"CS",1,4,4,-0.576722222222222,76
"353",8,117,"CS-US",2,"CS-US",1,5,1,-1.38188888888888,10
"354",8,119,"CS-US",1,"CS",1,4,4,0.636833333333337,31
"355",8,121,"CS-US",1,"CS",1,4,4,5.00227777777779,32
"356",8,124,"CS-US",1,"CS",2,3,3,-6.23755555555557,62
"357",8,128,"CS-US",1,"CS",3,2,2,10.5956111111111,73
"358",8,129,"CS-US",2,"CS-US",1,5,1,14.9284444444444,13
"359",8,132,"CS-US",1,"CS",2,3,3,0.0965555555555508,24
"360",8,133,"CS-US",2,"CS-US",1,5,1,-5.65466666666665,67
"361",8,134,"CS-US",3,"CS-US",2,6,2,8.36755555555556,23
"362",8,135,"CS-US",4,"CS-US",3,7,3,-10.5508333333333,73
"363",8,137,"CS-US",1,"CS",1,4,4,-10.3656666666667,79
"364",8,140,"CS-US",1,"CS",2,3,3,5.5055,18
"365",8,142,"CS-US",1,"CS",1,4,4,2.72249999999999,35
"366",8,143,"CS-US",2,"CS-US",1,5,1,-9.07400000000001,63
"367",8,144,"CS-US",3,"CS-US",2,6,2,-17.3057777777778,23
"368",8,152,"CS-US",1,"CS",2,3,3,8.44216666666666,69
"369",8,153,"CS-US",2,"CS-US",1,5,1,1.76116666666666,21
"370",9,2,"CS-US",1,"CS",1,4,4,37.3906666666667,55
"371",9,4,"CS-US",1,"CS",1,4,4,-10.9881111111111,100
"372",9,5,"CS-US",2,"CS-US",1,5,1,-0.428277777777778,0
"373",9,6,"CS-US",3,"CS-US",2,6,2,20.7152777777778,66
"374",9,9,"CS-US",1,"CS",2,3,3,-0.268444444444455,50
"375",9,10,"CS-US",2,"CS-US",1,5,1,22.0757777777778,40
"376",9,13,"CS-US",1,"CS",2,3,3,-3.19472222222222,60
"377",9,15,"CS-US",1,"CS",1,4,4,9.67888888888888,43
"378",9,16,"CS-US",2,"CS-US",1,5,1,-3.71222222222222,65
"379",9,19,"CS-US",1,"CS",2,3,3,-6.63877777777777,30
"380",9,20,"CS-US",2,"CS-US",1,5,1,15.9412777777778,81
