1,1,1,4.9104
1,1,2,-1.6795
1,1,3,0.072191
1,2,1,8.3142
1,2,2,-5.4347
1,2,3,-5.1778
1,3,1,4.7826
1,3,2,-22.93
1,3,3,5.256
1,4,1,10.576
1,4,2,-21.077
1,4,3,-2.6381
1,5,1,0.52534
1,5,2,-11.462
1,5,3,-1.4357
1,6,1,5.7317
1,6,2,-6.9643
1,6,3,1.812
1,7,1,6.372
1,7,2,-5.621
1,7,3,1.2246
1,8,1,10.319
1,8,2,-7.2353
1,8,3,-9.1022
1,9,1,22.429
1,9,2,-16.822
1,9,3,5.4599
1,10,1,6.6281
1,10,2,-7.1539
1,10,3,0.034269
1,11,1,13.13
1,11,2,-15.419
1,11,3,-5.1667
1,12,1,10.35
1,12,2,-5.3999
1,12,3,-8.9172
1,13,1,10.619
1,13,2,-14.412
1,13,3,-5.159
1,14,1,12.921
1,14,2,-7.1934
1,14,3,-4.7209
1,15,1,1.7643
1,15,2,-13.887
1,15,3,8.8154
1,16,1,5.0498
1,16,2,-31.646
1,16,3,9.3183
1,17,1,11.25
1,17,2,-15.316
1,17,3,-3.5571
1,18,1,12.963
1,18,2,0.92529
1,18,3,-6.2553
1,19,1,10.538
1,19,2,-16.056
1,19,3,6.127
1,20,1,12.801
1,20,2,-20.117
1,20,3,-11.506
1,21,1,4.7793
1,21,2,-10.241
1,21,3,1.5107
1,22,1,14.8
1,22,2,-21.431
1,22,3,17.031
1,23,1,4.2975
1,23,2,-19.859
1,23,3,12.161
1,24,1,4.6531
1,24,2,-14.498
1,24,3,3.6749
1,25,1,11.939
1,25,2,-9.9453
1,25,3,-0.12812
1,26,1,6.3263
1,26,2,-8.2514
1,26,3,1.5366
1,27,1,9.7187
1,27,2,-10.2
1,27,3,-7.6331
1,28,1,14.978
1,28,2,-5.9971
1,28,3,1.7616
1,29,1,8.6413
1,29,2,-16.133
1,29,3,15.763
1,30,1,12.602
1,30,2,-14.555
1,30,3,8.3335
1,31,1,12.732
1,31,2,-20.157
1,31,3,-1.3123
1,32,1,9.3064
1,32,2,-8.8513
1,32,3,9.8563
1,33,1,10.389
1,33,2,-3.0672
1,33,3,10.931
1,34,1,9.7682
1,34,2,-15.504
1,34,3,4.3435
1,35,1,11.566
1,35,2,0.97957
1,35,3,-1.4603
1,36,1,-2.8403
1,36,2,-14.348
1,36,3,-4.8523
1,37,1,1.0245
1,37,2,-19.134
1,37,3,-0.7071
1,38,1,4.7079
1,38,2,-18.286
1,38,3,-3.8838
1,39,1,5.4191
1,39,2,-12.733
1,39,3,4.0624
1,40,1,16.297
1,40,2,-22.962
1,40,3,7.6292
1,41,1,7.5104
1,41,2,-14.233
1,41,3,2.4643
1,42,1,16.322
1,42,2,0.63681
1,42,3,12.074
1,43,1,17.774
1,43,2,-12.442
1,43,3,9.6702
1,44,1,9.4858
1,44,2,-3.9552
1,44,3,-0.30073
1,45,1,NaN
1,45,2,NaN
1,45,3,NaN
1,46,1,9.9085
1,46,2,-5.4491
1,46,3,8.8435
1,47,1,13.259
1,47,2,-14.619
1,47,3,13.983
1,48,1,2.6297
1,48,2,-23.47
1,48,3,-5.29
1,49,1,17.815
1,49,2,-21.411
1,49,3,0.67767
1,50,1,1.8399
1,50,2,-23.302
1,50,3,-7.2022
1,51,1,25.862
1,51,2,-19.833
1,51,3,14.943
1,52,1,6.8389
1,52,2,-8.8982
1,52,3,10.262
1,53,1,4.4104
1,53,2,-5.7278
1,53,3,6.6412
1,54,1,10.601
1,54,2,-22.128
1,54,3,-1.9273
1,55,1,6.6464
1,55,2,-5.0949
1,55,3,3.9833
1,56,1,19.295
1,56,2,-13.818
1,56,3,13.324
1,57,1,15.658
1,57,2,-14.526
1,57,3,-0.63013
1,58,1,-2.5409
1,58,2,-8.2449
1,58,3,-3.9881
1,59,1,4.4739
1,59,2,-20.834
1,59,3,11.044
1,60,1,2.3058
1,60,2,-7.8128
1,60,3,7.1102
1,61,1,11.695
1,61,2,-7.993
1,61,3,7.3248
1,62,1,11.438
1,62,2,-4.9064
1,62,3,-7.4655
1,63,1,1.6488
1,63,2,-2.8659
1,63,3,-6.3158
1,64,1,12.034
1,64,2,-13.598
1,64,3,11.887
1,65,1,8.2025
1,65,2,-20.256
1,65,3,6.0318
1,66,1,1.6334
1,66,2,-14.549
1,66,3,-1.6737
1,67,1,12.031
1,67,2,-0.45191
1,67,3,-3.8121
1,68,1,10.234
1,68,2,-9.411
1,68,3,5.2411
1,69,1,4.7816
1,69,2,-7.6933
1,69,3,-6.7041
1,70,1,9.277
1,70,2,-8.5098
1,70,3,8.6779
1,71,1,5.6304
1,71,2,-8.8448
1,71,3,0.66238
1,72,1,0.6846
1,72,2,-9.4344
1,72,3,2.5789
1,73,1,4.371
1,73,2,-15.367
1,73,3,0.23997
1,74,1,15.665
1,74,2,-11.391
1,74,3,10.622
1,75,1,9.1534
1,75,2,-6.2797
1,75,3,-1.0342
1,76,1,11.818
1,76,2,-3.28
1,76,3,-8.4365
1,77,1,-0.63562
1,77,2,-18.849
1,77,3,1.5875
1,78,1,7.6993
1,78,2,-27.346
1,78,3,4.4356
1,79,1,-7.0499
1,79,2,-12.678
1,79,3,5.9441
1,80,1,18.851
1,80,2,-25.188
1,80,3,-1.314
2,1,1,NaN
2,1,2,NaN
2,1,3,NaN
2,2,1,9.3002
2,2,2,-22.148
2,2,3,-12.226
2,3,1,4.4098
2,3,2,-15.576
2,3,3,-4.4235
2,4,1,17.897
2,4,2,-15.675
2,4,3,0.9718
2,5,1,11.334
2,5,2,-4.9534
2,5,3,0.202
2,6,1,5.8499
2,6,2,-12.033
2,6,3,0.086829
2,7,1,0.44781
2,7,2,-23.172
